,Valence Evaluation,Equality,Activity Intensity,Socioemotional,Formality and Regulation,Intimacy,Visibility,Communal Sharing,Expected Reciprocity,Strategic,Concreteness,Uniqueness,Love Expression,Information Exchange,Money Exchange,Goods Exchange,Service Exchange,Attachment,Mating,Conflict,Negotiation,Coercion,Importance for society,Importance for individuals,Affiliation Coalition,Occupational,Activeness,Endurance,Synchronicity,Spatial Distance,Morality,Trust,Generation Gap,cl_k2,cl_k3
Owner and Manager,-0.18833085595631,-1.04810873193614,-0.611867035810659,-1.16313658773531,1.24846209138711,-0.805495761066438,0.583118538780469,-1.08762202983306,0.454850581605774,1.56693889040314,1.56655965262535,-0.734455908948012,-0.952699395722478,0.736025714626217,1.90837568351198,0.873868262489345,1.37154610183566,-0.831759594115201,-0.493294342903388,0.484843351318996,1.33258040782439,0.50174745669441,0.353645314696526,-0.712437387607081,0.0407886149275038,1.40585828027394,-0.134970326229827,-0.17681622780637,-0.213833791879937,-0.298294054331696,-0.137195503297664,0.0699653474896231,0.106611090350483,1,2
Union leader and union member,0.0027053550935317,-0.470680751349525,-0.795219511763093,-0.825682246565225,0.773867509113629,-0.798407770040493,0.798093621944789,-0.537649575484279,-0.0180296562305196,1.0677731975474,0.754007869037815,-1.02622973496387,-0.830136091720956,0.184035008264212,0.613339975204426,-0.133477471896997,0.820462776134393,-0.855153343680523,-0.568736216894074,0.124170942066345,1.27878687035299,0.147866261798144,0.497581458215853,-1.11077333134338,0.255060118593684,0.889095360820898,-0.499881953214246,-0.306607713352443,-0.652302701298515,-0.883011430363444,0.0803024993972453,0.0021361601430628,0.156621856989229,1,2
Manager and Assistant,-0.0866162098485515,-1.09854709121947,-0.531511224911512,-1.16889207269636,1.09636692196981,-0.762214907823575,0.722677858523488,-1.05303426467366,0.377122328348832,1.38115162080235,1.49955640098181,-0.658049733888857,-0.83961649530728,0.830640855993939,1.69049249844178,0.625138992297623,1.43509956375999,-0.643011808845842,-0.316105726052634,0.276136559892583,1.00282577126861,0.359670474839532,0.0543051747824789,-0.683079726034269,0.196371039760246,1.40314493199944,-0.0335643791938113,-0.242883010578068,-0.0518255862502819,0.0314781791079936,-0.0818034362624465,0.264336102437085,0.0766859427947335,1,2
Chief and Deputy,0.510302620521845,-0.913485095387417,0.571483900475744,-0.957551832561919,1.34796299991306,-0.971844880625958,1.16101619066702,-0.36721205423304,1.10175712511368,1.2518042438634,1.31484370127485,0.310384471081314,-0.644821639434157,0.995540356092164,0.890298573679817,0.190549281650479,0.891136274203622,-0.299724460803275,-0.495828509691773,-0.0057554798301666,0.266975785885152,-0.250127591209538,0.702029231389969,0.123248935537339,1.08484673791539,1.53007732133304,0.965515668986702,0.363812774488752,1.09407436540989,0.690007365180966,0.572587177931388,0.685004006152975,0.13424716926148,1,2
Supervisor and Subordinate,0.379435937604272,-1.30892651310808,0.0324178976462614,-1.17744422108672,1.44634394521167,-1.01340590146609,1.25226604986615,-0.826827487917967,0.65836523922242,1.24496203105726,1.35318371340005,-0.56286727131593,-0.711728648247701,0.896164858882031,1.0417971775806,0.334211057968938,0.953104180410134,-0.39402087830069,-0.381115135185618,0.282004510077099,0.0429008112998239,0.409133892807534,0.368162483571364,0.352928950980051,0.689304873982015,1.55287382724923,0.807299497890449,0.386636430737144,0.786437553515433,0.485848168610288,0.328664926338572,0.37020016814891,0.645933532059064,1,2
Boss and Secretary,0.755070772662697,-1.32375164317843,0.584300251502839,-0.95683176309781,1.28386515392698,-0.664831757518711,0.714767069846151,-0.678779887441549,0.543761264275323,0.867497371817187,1.36447659820172,0.204936263554815,-0.596739587370547,0.965772701464065,1.32149406793494,0.460123454092643,1.26429796444629,-0.124507173884919,-0.313582769747808,-0.208269241573647,-0.117776554726203,-0.117564160606546,-0.101020605656058,0.0599337136410412,0.722701554719041,1.54531473010866,0.952770036542105,0.442844369081417,0.691462859921108,0.776649492017077,0.406025755354735,0.678701185925582,0.51516711364745,1,2
Entrepreneur and Investor,0.575561320674816,0.328902719719057,-0.176732826691826,-0.92258613034317,1.19192952285236,-0.896668289257858,0.309438110052898,-0.743274576385568,2.03612778194469,1.79479200683164,2.05948589944024,-0.296408244270979,-0.639508848112565,0.796606691315748,2.41192916252997,1.8955636348895,1.13602306912689,-0.415241009821834,-0.478956799914652,0.0544318634164638,2.39605942717549,-0.140274780889822,0.995326133720275,0.151102046234007,0.625933451003138,1.2423673466929,0.292301960949429,0.206192229336595,0.0013508762887583,-0.953957402840497,0.334833971628077,0.366616518787264,-0.112557468451097,1,2
Intern and Employee,0.40383914440907,-0.567754652291475,-0.3286420378733,-0.915854873796845,0.907915738845506,-0.815131790494417,1.26793825008158,-0.375274169892908,0.485827563341832,0.499858025977555,0.506784693419647,-0.829790700176061,-0.670948631060378,0.511893513812917,0.34497423962425,0.0907415068349846,0.663702070880143,-0.488707746811343,-0.507851628850328,-0.157334678152457,-0.378433166291125,-0.149518751625121,-0.33201633192557,-0.648339335240961,0.19570173320456,1.35504905017019,0.332280436124768,-0.661896493126707,0.075880228452908,0.184768077006785,0.244485396364192,-0.0766893533026381,0.912028954339599,1,2
Lawyer and Client,0.971817249038192,0.0486437253571684,0.208105966303495,-0.788918758480533,1.37292515621957,-0.624787699259281,-0.125605604657649,-0.712899713544697,1.21795797590707,1.23010634168363,1.80814282243067,-0.256681543342808,-0.637374219330004,1.05517621648717,1.92942162325221,0.59000243622404,1.75599918550281,-0.316736834022699,-0.552203100725822,-0.463208393576166,1.78066747813689,-0.454795944526989,1.14939721982062,0.611779673427039,0.844332001702765,1.30019723645969,1.1067164084178,-0.704350841531831,0.521094959361238,0.201322758022693,0.436853013595899,0.852578022337272,-0.0028792841683905,1,2
Judge and Lawyer,-0.657730157748443,-0.65260495794621,-0.848567744135586,-1.21167906903337,1.72213016488496,-1.10470484388952,0.896701825423672,-0.78071379682529,0.0235597247686094,1.07676647323964,0.665568030614102,-0.51653353773477,-0.897027764607528,0.253315982578913,-0.438816336451926,-0.71961823956767,-0.059755959499264,-1.04738411836362,-0.523290688612062,0.403871802902852,1.44383144614399,-0.0890735650583799,1.41289994455746,-0.206792700194462,-0.334309963500132,1.34411144691794,-0.0409362986235699,-0.424271416142188,0.101194024204675,-0.155587365906038,0.464688098772375,0.082639441259302,0.467720778709488,1,2
Victim and Criminal,-2.64945980786022,-1.02589659604,-1.69366571297545,-0.742565388860203,-0.68914178961671,-1.01471402215721,-0.787110818570458,-1.41911848481766,-2.6361480436329,-0.568882120044697,-0.45172442814689,-0.350120604401561,-1.18143647896472,-2.44187740180722,-0.261181106598403,-0.496877389475838,-1.83854679257246,-1.41253697020031,-0.544952235810529,2.8112282601315,-2.13245665905303,3.98539592194078,-0.408254797585021,-1.51128227152368,-2.46186576142103,-1.31265133489216,-2.78920109726951,-1.62047623275047,-1.63729434645801,-0.587555705110398,-3.0924131910404,-2.43887693888989,-0.198734549323132,1,1
Drug dealer and Addict,-0.47971304439694,-1.1103205179322,-0.200195254179737,-0.791355723966535,-0.912298723827457,-0.424650975890843,-2.86635394178914,-1.23604787550253,0.210291237342432,0.813683051608734,2.36094968590048,-0.676901141181695,-1.16788633835777,-0.926872342327851,2.33258894470065,3.99029188041682,1.37119133768773,-0.440694130319756,-0.593438145062941,0.238185224232291,1.44741935274455,1.05590686847847,-1.77078105396235,-0.8887771029228,0.166008174026979,-0.181526165912061,0.106755369356846,0.0843333846586256,0.32548159808116,0.143631117330091,-3.15545219282535,-1.03051410945138,-0.820114014083237,1,2
Victim and Witness,-0.382543284476513,0.270745187408544,-1.1469903777503,-0.320252038591797,-0.185349681755627,-0.41242571063882,-0.403458649955976,0.0604000159141816,-1.53723883143991,-0.613751975949547,-1.14294626688071,0.349873387730915,-0.750381261775282,-0.73944257994333,-1.06922896187531,-1.38398353151189,-1.1343963926151,-1.0187692212951,-0.552524390741456,-0.198739080373975,-1.22838691559609,0.0017749486815945,0.746086290462668,-0.282568897423979,-0.622258567987442,-1.05919111293591,-1.46022342655411,-1.6189079722724,-0.0648877698391377,-0.390950664634614,-0.272174392657556,-0.567634888764513,-0.341542152482806,1,1
Criminal and Police officer,-2.51932856804306,-1.47237905305029,-0.922429267049456,-1.22066664363984,0.655566890760125,-1.01891053167682,0.242371983401657,-1.03068171233406,-2.5210047221588,0.572172726937968,-0.409068892106718,-0.786307860353635,-1.24080027950988,-1.28179860872221,-0.820616671609651,-1.40628273957977,-0.896650317915377,-1.48944624049348,-0.639234804826512,2.31033268579314,-1.02324502443054,2.32354517043169,1.60281519763524,-0.376188376949574,-2.07259285653473,0.426523770348868,-1.06630785388479,-1.06155347616743,-1.0636974250632,-0.908587102940799,-0.886980141764407,-1.97534314899707,0.0485821312062765,1,1
Criminal and Prosecutor,-2.29643055374926,-1.46665930260713,-1.16627204142477,-1.22524128672983,1.04263151550524,-0.90216570868923,0.546296749362754,-1.05551932172516,-2.51822381500429,0.67358789587944,-0.428827762015138,-0.499352742483237,-1.21098097405283,-0.898116084244169,-0.538556112046343,-1.75446658776499,-0.472820641292878,-1.36149458021457,-0.603633345630365,1.62833081647251,-0.470399545349255,1.3726172383833,1.14802368467411,-0.599409258080235,-1.87609912775335,0.461493464264066,-1.1879071964674,-1.1081629399244,-1.00027184884423,-0.991548197271174,-0.757744517619364,-1.63962796981685,0.211516955858311,1,1
Criminal and Hostage,-2.30665772976073,-1.67893872561946,-1.12374578085522,-0.903819875730853,-0.746488049049569,-0.71465665964075,-1.64866470833609,-1.20589246204383,-2.35542305005673,0.588144712686283,0.124874116788685,0.16199608993617,-1.23605654699445,-1.78245237935031,0.0814078497337098,-0.441265081758069,-1.49052442446669,-1.32069165042011,-0.485523030023827,2.2851879117774,-0.536129900154002,3.71501629506247,-0.934877869344682,-1.09289047412326,-2.10598695966694,-1.08561500563441,-2.11853120452632,-1.59776284481694,-0.503236163442209,-0.2020539666676,-2.70060536719651,-2.1592449932183,-0.244868390150995,1,1
Defendant and Plaintiff,-2.54363907235577,-0.460828500236675,-0.847995114645171,-0.910738280860978,0.491168751476903,-0.7564311736923,0.131600038208,-0.944608194841917,-2.15682688737013,0.584471406832005,-0.140474776686972,-0.0731144514854559,-1.11449598048478,-0.938056877379763,-0.247196011253514,-1.29516096861634,-1.08958108652624,-1.31678162651695,-0.530438205779932,1.7177970788813,-0.0215109815798004,0.956349389357443,0.689225879269775,-0.385007931449316,-1.8038008989549,-0.357569066738093,-0.998852900355133,-1.11933721470361,-0.866134015321547,-0.881819314397685,-0.958850750325939,-1.66774492270004,-0.315925486531958,1,1
Police officer and Offender,-2.1844762780625,-1.19855207592395,-1.23780925600578,-1.19903420332019,0.811840062787411,-0.93357288575013,0.455416957257193,-0.953614965627711,-2.23568685680135,0.0571540468319973,-0.0603966195499095,-0.883989889244702,-1.25050441711362,-0.86871817868106,-0.110442799485122,-1.08805304323254,-0.349903577200962,-1.48635099012628,-0.65577958024523,1.76058780825192,-0.750510316504324,1.48874192969019,1.19029710516601,-0.538213687413204,-1.87250617078226,0.612882154404314,-1.14641472197343,-1.45994274010109,-0.413883442895526,-0.666614697120379,-0.732202828963049,-1.64726161685341,-0.0683039095642118,1,1
Police officer and Civilian,0.125878097448932,-0.174088412749054,-1.0265343357403,-0.64083211347517,0.538784173423978,-0.341713690948628,1.11061507148317,0.112785015353642,-0.520145027109595,-0.394394451151277,-0.753867607352854,-1.59111435342985,-0.546964627996805,-0.396223098875323,-0.802124940357998,-1.32519326301066,0.519122462853593,-0.852341375119187,-0.518264816664878,-0.58677604545744,-0.892340482429041,-0.115663160109941,1.77731613638105,0.384846924813891,0.2724277267245,0.654053778259726,-0.768507769878422,-0.337349825173996,-1.31824441759746,-0.764244042654389,0.478432376513623,0.277624056489456,0.090112428385758,1,2
Parole officer and Parolee,-1.09535742853752,-1.60056906751954,-0.842710951423285,-1.24705709905842,1.15788933962967,-0.903260291050286,-0.467301055429846,-1.15447099832858,-1.61280373127537,0.406110659033342,-0.171074092122048,-0.22536459508318,-1.08489504476245,-0.0988455215147749,-0.814979738144688,-1.21868138157827,-0.0729620694690015,-0.962824453793758,-0.834991079351882,0.907821623208059,-0.770019015789891,1.79972827440777,0.973718958717771,-0.315489498556784,-1.12768594067264,0.869864272761713,-0.674360285554214,-0.654361241898255,0.169762202583852,-0.308243371694589,-0.26959171878524,-1.11337758207836,-0.163614495925012,1,1
Consultant and Client,0.300653341551709,-0.0216784843592311,-0.645200149122197,-1.02014213551076,1.21210087749275,-0.786375567458372,-0.362149276329359,-0.899244469487932,0.479009850789162,1.23442028609885,1.37700554421712,-0.729339623901297,-0.961089163673072,1.00547067068843,2.10138610207015,1.1524163675306,1.83399593443017,-0.906614875297872,-0.688671593397238,-0.471893597283494,2.04294662618565,-0.535569177468875,0.410465397569054,-0.128639485706266,-0.0771102447740448,1.17033016690448,0.310644989422147,-0.945651263188574,-0.201738247698109,-0.390151779047145,0.0876751721840463,-0.0569704256567839,-0.281058168022375,1,2
Chef and Customer,0.248975485731198,-0.0376203058303815,-1.25235731152795,-0.935530465577238,0.618832150027171,-0.769730840967237,0.460109688883798,-1.13044658925051,0.0896860540602528,0.237791845910482,1.83366301073355,-1.36053273839929,-0.779203836005741,-1.04948828336113,1.46907443672793,2.69548170054125,1.61287490472947,-1.0737550671319,-0.673326573303042,-0.888232047465943,-0.318147723870874,-0.96431054375031,-0.0287428691932385,-0.861197533068895,-0.747601826255732,1.01970882742674,-1.4997906879325,-1.53659442724325,-0.887180140912861,-0.595253287583942,0.302515208657437,-0.0589361984862912,-0.0430198112405101,1,2
Customer and Server,0.322135674805972,-0.104724582693554,-0.86413173384446,-0.821267430545463,0.617445851161203,-0.688807123093452,1.01902314123188,-0.964203851195566,0.271013001149575,0.418198375931063,1.70145553068092,-1.70275038681461,-0.850985351912238,-0.461047916292681,1.77204578616484,2.76543839397,2.01183047415379,-0.971622573070261,-0.796218928111454,-0.652564611240276,-0.0526177464167827,-0.652587038542862,0.114066157078277,-0.673478537461345,-0.463233566579506,0.954199250473054,-0.18971660715015,-1.5356954130312,-0.209773357638834,0.368362673559511,0.162499953118109,-0.183474363778165,-0.263467505723775,1,2
Customer and Businessman,-0.108995745225781,-0.0475658153297488,-0.82811372391077,-0.995974205753962,0.965503855625014,-0.70444361610128,0.0362888487314432,-1.00847137165853,0.821806946737656,1.32006998337911,1.90178675729646,-0.951097124395638,-0.913367614102848,0.197150437637135,2.33418568625358,3.18393691819884,1.64984984191816,-0.902514542480772,-0.625602327805126,-0.4271916135367,2.34486055422892,-0.543711023876788,0.638787604828928,-0.136008538307327,-0.184605132820334,1.11391318873417,-0.138333077411021,-0.702084674208866,-0.575592166723643,-0.594105114699109,-0.0207695050090796,-0.110553562425753,-0.0639663374770783,1,2
Doctor and Patient,0.866488716649643,-0.453361930429532,0.127465027862832,-0.301550780422284,1.02432400153985,0.0050936890047544,-0.983804059309601,-0.629572431373788,-0.446738708109101,-0.0977612855844198,0.838406904584788,-0.444774731087055,-0.0847025267692176,1.27720851388439,0.620885004707392,0.0242819063696562,1.61057369908716,0.138882657066942,-0.70240492592523,-0.829595177398749,-0.699538929662493,-0.671385687217428,1.82125600838029,0.943693845835762,0.377467019458285,1.20944611330056,0.684728011877389,-0.0412899360308878,0.67199109396777,0.968216324704762,0.944000513154682,1.07552632381665,0.196040396542819,1,2
Doctor and Nurse,0.613392694903292,-0.515459906573578,0.732086919150706,-0.377023865732657,0.721634324540377,-0.162677221512322,-0.339887906166329,-0.0629949336960036,0.186496132314526,-0.239157199331495,0.125613864207329,-0.441506118681826,-0.390033026070457,1.0535980190568,-0.622507226629718,-0.620399075333935,0.214023229870959,-0.260427378389601,-0.52312012549782,-0.993928753360137,-1.13119928168757,-0.812490167861361,1.33752255012515,0.433313527301111,1.07326429223579,1.25796880563181,0.569547412150423,0.565164183485912,0.987439971798436,1.01846436302105,0.772095101884701,0.958724367941556,-0.0584560163195768,0,2
Patient and Caretaker,0.71850799324596,-0.0278774995518372,0.56579731304166,0.318735944890257,0.18287900020187,0.363456084475446,-0.592458903105218,-0.169631089947076,-0.327048451789233,-0.363644398361936,0.371186412593639,-0.190824692299693,0.159518105610077,0.359524072415782,0.385793500351118,-0.0742923459513902,1.47464928291695,0.526014698325552,-0.542809358497242,-0.810678255550108,-0.543243651601291,-0.687501058924204,0.966783308780097,0.848313657530629,0.180870177863601,0.781199673341273,0.705490436867132,0.186349208849708,0.77920530968096,1.12824672627942,1.00270277794188,1.08274367268751,0.455094422302585,0,2
Driver and Passenger,0.856596245175418,0.410159420597484,-1.69784589540716,-1.05229399714889,0.264716886595911,-0.876552245525785,0.844388699237326,-0.805096357955789,0.28444381186001,0.0051767889232683,2.15257400706804,-1.46502631809343,-0.917663543952316,-1.36899142696696,1.82918378132997,0.974604887715771,2.07665946655453,-1.26340509989757,-0.631828391065639,-0.781789619387818,0.527739507861733,-0.976468844965909,0.258241875455514,-0.93349277323147,-0.762512774411185,0.575977250595471,-1.31060789938524,-1.83054792494369,0.468185984238885,0.795440332207007,0.348871255887182,-0.140601477195142,0.0774347056360083,1,2
Coach and athlete,0.941241545838833,-0.729762452540829,1.09750809642066,-0.207147414014573,0.267293111113594,0.106300952610963,0.548607383516154,0.211849165344665,0.592886567722324,0.711454930594,0.287313242309779,0.586632846588374,-0.138022783419107,1.39638069987209,0.714478254453651,-0.447459487309023,1.374765777782,0.705555847163243,-0.601535768729577,-0.389968374440492,0.471016926656267,-0.0217306281876711,-0.237564679822376,0.542486039943705,1.15930943061439,1.29735371952432,1.27996408632017,0.457311041956138,1.01170396582006,1.20957701217635,0.689828068483639,1.06376075414263,1.14741996148041,0,2
Team Captain and Team Members,0.687685512013663,-0.421224230884922,0.85639199400967,-0.356241469486368,0.0974490665525981,0.0258520104372379,0.697169364601133,0.400996942944218,1.05585894484837,0.709901659681807,-0.202825630953552,-0.0109658916074615,-0.152389131572558,1.11465348868286,-0.203944101846273,-0.477755560123959,0.433493637849394,0.503711161777783,-0.658063999049795,-0.102442666849639,0.506631435128129,0.0656589763330181,-0.380661609927346,0.136472824855193,1.10028011656627,0.893029348062942,0.950975032023528,0.254410987014238,1.11915532845234,0.833013110162616,0.511728768769717,0.832513689877164,-0.435400534924465,0,2
Club Member and Club President,0.397690242546754,-0.706074171911626,-0.524398267221837,-0.696432443774362,0.540591869947362,-0.672257466825978,0.629590373952932,-0.305379913585809,0.0681830666094306,0.359025185175695,0.255339013957089,-0.433192729982585,-0.658453132145146,-0.020954468058203,0.442912292949958,-0.326254008793778,0.172331489638797,-0.472162485189867,-0.680619986739006,-0.503005052128858,0.585292789782778,-0.301663072518511,-0.924617054730951,-0.588667440202191,0.6806673159401,0.542255125687065,-0.224575972931614,-0.130258966095901,-0.355645764834238,-0.284172688502402,0.0995543240778198,0.128551562419712,0.527178201322198,1,2
Politician and Supporter,0.0737037420770812,-0.730838936583868,-1.10062008883911,-0.925697539867564,0.932132171213363,-0.899369185682998,1.03703600434374,-0.920930472421391,-0.580612570782127,0.710280617719233,-1.4840930983228,-1.25259881660114,-0.664885798953366,-0.589693022988372,0.323968098736064,-0.128507678072483,0.3922635588198,-0.48661757528451,-0.624990453550533,0.0233753425285703,0.349162055223737,0.222347248361273,1.0455548799548,-0.287245201348094,0.510166563588289,0.402646184308793,-0.872665555985688,-0.201990277069906,-0.932718477735793,-1.39090733737489,-0.332576039602547,-0.0322196134543061,0.614729263920495,1,2
Leader and Follower,0.330290591538677,-1.21111189702779,-0.510444286725209,-0.437981341090177,0.418156420048095,-0.560781429852225,0.404530225214832,-0.263008592443686,-0.987058603393247,0.227994254546724,-1.4275755452052,-0.712835024006395,-0.363577930065009,-0.21073170361482,-0.594152586677463,-0.7227175005508,-0.145188917446767,-0.093467700384834,-0.62675678425052,-0.49127975170558,-0.301737222131211,0.234728057608764,0.495043362983367,0.168277973794452,0.47463536313238,0.206817298431668,-0.360826689464539,0.10947645343133,-0.258622328017936,-0.773492687968135,-0.0133434705984628,0.31435934712811,0.572373637549187,1,2
Representative and Citizen,0.111987133658849,-0.378147351960214,-1.06573810536515,-0.787065572571372,0.775245101948408,-0.848594011253067,1.12477919026354,-0.462726010628472,-0.651883836381361,0.301623519461927,-1.01463534669304,-1.30387998463182,-0.643989599469913,-0.67471651701566,-0.420366870695901,-0.602368214163988,0.449879399368793,-0.648818387019211,-0.695234546179072,0.126921330527361,0.31831985746438,-0.220914500068558,1.39864503522074,0.0026189311051423,0.301247245109851,0.340102350552601,-0.803240632547644,-0.137990982911846,-1.12405240574258,-1.21681928837885,0.126194361979415,-0.0944107876436712,0.292495562522593,1,2
Officer and Soldier,-0.0643434204736641,-1.19409875277004,0.100232870251904,-0.886707148324373,1.36845395873748,-0.770790688196196,0.223549879155065,-0.209289885978936,-0.537508167029728,0.589475253472006,-0.0794205582798743,0.053084520531138,-0.68424481100088,0.213172773042056,-0.948706940805604,-0.75069186634138,0.141402608497778,-0.286859250956262,-0.688100544664179,-0.131329505873569,-1.18829866692282,1.74083181053375,0.841137757900866,0.362902635299897,0.804517412567579,1.32724234784911,0.473528907425377,0.415465630161588,0.693237506587793,0.709600058433115,0.446048857994107,0.84994341858209,0.856039550043066,1,2
Babysitter and Infant,0.933554228830916,-1.2728778467625,0.931157380739433,0.422586266730808,-0.491384418550354,0.948209240794128,-0.148557078594102,-0.0257844847084212,-1.04273160826243,-0.953214786159253,0.575010996284572,0.178042837409026,1.10799837834298,-0.142600176656969,0.538552671071506,-0.192385550851874,1.62662986761966,1.26760763585674,-0.138338614413812,-0.90920220367038,-0.602999435686151,-0.644741640868451,0.693088097191762,0.916235815804879,0.188978512257603,0.850980009062285,0.488450787702126,-0.283420628397665,0.447943026043361,1.48046772749647,0.845684016661515,1.04604738221156,2.0875685669626,0,2
Religious leader and Congregant,0.395749611612102,-1.29077348880338,-0.0370142297838983,-0.0946182345501947,0.693650795783765,-0.260542833661439,0.535811028157154,-0.155234162845592,-1.15683912042692,0.0556774368364475,-1.74937559242613,-0.911275466453129,0.0061001743159912,0.829027465637417,-0.0347954062746172,-0.634608974358569,0.491126719858812,0.456470625843507,-0.511979289233605,-0.629314368383905,-0.406359272117559,0.186871727952946,-0.240709376405311,0.156008627187216,0.824057532070838,0.0677750844193986,0.275673989973734,0.603523109968027,0.151742581692814,-0.371219045595474,0.0940492273484495,0.644857151201155,0.475670382098712,1,2
Between religious followers,0.0171898947192024,0.971062690592278,-0.207406225343173,0.400336473728807,-0.403579906094443,-0.345080132299527,0.323299001552683,0.56496416249011,-0.248455140358233,-0.671128977417891,-1.96844376400142,-1.19257945311125,0.0245403143465511,0.02876083688708,-0.981686471151613,-0.838323300941056,-0.797871820886926,0.0145435634249967,-0.444139403461785,-0.139061183255114,-0.501068888467524,-0.436503071375089,-0.957024811999293,-0.569260485096177,0.652109290821711,-0.80724079782539,-0.219888849427198,0.160787097925821,-0.292020299032337,-0.54957010485921,-0.0021758130056595,0.251032144831656,-0.180419966851128,0,0
Prostitute and Customer,-0.586880629901424,-1.10148996486724,-1.64920780105168,-1.17172006883098,-0.0827097156763398,0.881120042986497,-3.35170032699527,-1.7075612843034,-0.066015314588485,0.737007764724621,1.94806057618941,-0.904901649919967,-1.07874676823078,-2.33960033998417,2.48616798089845,1.39058392267769,2.05849208745788,-1.03865936897578,1.85176202345695,-0.265497058379116,1.50378185963593,0.660955928668094,-2.68117491178732,-2.31493542660517,-1.64530059530014,0.582582091609263,-0.519996963506103,-2.07579494778291,-0.53034172167063,0.439186772648056,-2.75804820611534,-1.49159829372255,-0.586217251138052,1,1
Guide and Tourist,0.728430618761564,0.058963037308166,-1.22344623871311,-1.10916956749983,0.985739034147557,-0.833636930873939,1.37066024328013,-1.03299083635578,0.170768506415479,0.857070778949586,1.55747719786205,-1.45216525980275,-0.887771707195367,1.00100003361535,2.10740053595594,1.20343348976852,1.99932650085093,-0.890737531127693,-0.685302677739067,-1.07776168318446,0.743767934088707,-0.961647918251068,-0.159686781261619,-0.790586039366926,-0.504178715600045,1.14080718727242,0.216515444632377,-1.5485619830253,0.0282577949653098,0.140256731719883,0.326085797641836,0.231551403706702,-0.0859755370163864,1,2
Athlete and Referee,-0.59009265970305,-0.769168935040594,-0.912723361314269,-1.14625918060978,1.14023336798675,-0.855665164530017,1.4988574656387,-0.586283311449088,-0.80919826635704,0.820003157194722,0.0078080290160862,-1.02701949007677,-0.829117271201737,-0.591018260715371,-0.453512517539659,-0.825455448320607,0.226560584891828,-0.993805664126496,-0.775380008476176,0.669181855237278,-0.457924045559696,0.0733202969629774,-0.0946182167792127,-0.638531938324219,-0.650984271040392,1.19528368574082,-0.0322335103956903,-1.18705047442918,0.126093860951002,-0.0016786484113871,0.225292435060927,-0.13336602281202,0.145738337544191,1,2
Slave and Master,-2.16209429525956,-1.87527681216261,-0.836664272338905,-1.2468425457099,0.200923459510157,-0.836862839959521,-1.69459380748711,-1.35152547005779,-2.40423810177656,-0.0297311417890597,0.10476341738356,-0.0457653005369646,-1.27688245556925,-2.20443901027778,0.339651346482426,0.449802811701843,0.726727201311836,-0.962235570800416,-0.389007790956662,1.69478752300974,-1.78216644624369,3.67714546670405,-2.19955336418453,-1.92812263572094,-2.24299279350361,-0.240033832162985,-1.95712278799275,0.160067192193648,-1.73430350727851,-0.147923968177277,-2.94818374938928,-1.8953208711125,0.102640410646347,1,1
Reader and Writer,0.837370406864495,0.676514568253514,-0.92385133841607,-0.200430399998966,0.247499966329709,-0.584698194222088,0.192333552258147,-0.474860232193883,-0.167468215589281,-0.0442084162880444,-0.224709688568524,-0.976056986677544,0.0431846302954965,0.680730512177901,0.436795609067625,1.84648712470303,0.544835854462906,-0.0944657217750474,-0.539103315133947,-1.11790223487438,-1.08511346958045,-0.988143155255227,0.461503190813136,-0.100490606994032,0.003580691160874,0.603107310163517,-0.582907122151456,-0.288488004819892,-1.84790108034548,-1.8051320210764,0.259156768932413,0.110768289320735,0.46316468576465,1,2
Reviewer and Writer,-0.833701139962995,0.0864603618842619,-0.657095116567337,-0.792590467172667,1.06322050878929,-0.79900219584617,1.17267949840781,-0.594317893738083,-0.535075662664717,0.781315102120122,-0.465000242250741,-0.166272987119252,-0.655074864730176,0.52883376017496,0.0448710202295099,0.0577359592185598,0.345710100513719,-0.991212847099151,-0.493048532363607,0.632487860280997,-0.561287794882046,-0.367113057520022,0.165953798962603,0.0555916852830613,-0.581126633135788,1.15938584920046,-0.667947908531381,-0.896438970997429,-1.4737799367303,-1.86464849414185,0.536929882729512,-0.80051035405717,-0.113142660241761,1,2
Performer and Audience,0.750364239834611,0.1277006075869,-0.586806159164701,0.330348375258583,0.170923324286981,-0.236939836342329,1.5764202197795,-0.457000300380496,-0.767376412984115,-0.0317518634232515,-0.684955394308177,-0.964389971178763,0.270739736330938,-0.221140011525232,1.01725015642456,-0.246846918179878,1.24873947954619,-0.0411175785621921,-0.351143453256348,-0.582674807099017,-1.06691366058254,-0.533297062151202,0.410516378222906,0.251734228103646,0.066807035506259,0.827376138999022,-0.0836156802694132,-0.793826204462763,0.713533177631773,0.0767976886316209,0.58149195892696,0.141161219380467,-0.0967275654685548,1,2
Dealer and Buyer,-0.0443427829353307,0.365747388643942,-0.841116551055516,-0.936875637648875,0.966195637670605,-0.874825271729636,0.923314932723907,-1.10118525688469,0.901477434109057,1.52502689113472,2.61566090813748,-0.759875974700969,-0.855401142635531,0.0591281463195397,2.4940796689265,4.2771391114166,1.51235994653229,-0.972035414051651,-0.450510483857044,0.366980610701831,2.6909428232417,0.240748559479558,1.20484295778681,0.322578737644655,-0.433320057538305,0.9633437684878,0.566434899956691,-1.11210524363109,0.545951384772319,0.0489427791168369,0.223629505385711,-0.311959449899203,-0.0232095854112772,1,2
